timestamp,device_id,measurement_value
2025-11-18T11:44:31,2,0.4372
2025-11-18T11:45:31,2,0.5796
2025-11-18T11:46:12,2,0.476
2025-11-18T11:47:12,2,0.4859
2025-11-18T11:48:12,2,0.4486
2025-11-18T11:49:12,2,0.4238
2025-11-18T11:50:12,2,0.4132
2025-11-22T13:37:28,2,0.6488
2025-11-22T13:37:37,2,0.2554
2025-11-22T13:38:31,2,0.5145
2025-11-22T13:39:31,2,0.578
2025-11-22T13:40:31,2,0.5992
2025-11-22T13:50:48,2,0.3881
2025-11-22T14:32:26,2,0.28
2025-11-22T14:42:26,2,0.2287
2025-11-22T14:52:07,2,0.5533
2025-11-22T14:58:11,2,0.6064
2025-11-22T15:17:41,2,0.6093
2025-11-22T15:27:41,2,0.5486
2025-11-22T15:37:41,2,0.6769
2025-11-22T15:47:41,2,0.5392
2025-11-22T15:57:41,2,0.5275
2025-11-22T16:07:41,2,0.595
2025-11-22T16:17:41,2,0.5391
2025-11-22T16:27:41,2,0.6146
2025-11-22T16:37:41,2,0.6094
2025-11-22T16:47:41,2,0.6322
2025-11-22T16:57:41,2,0.6162
2025-11-22T17:07:41,2,0.7809
2025-11-22T17:17:41,2,0.8924
2025-11-22T17:27:42,2,0.7617
2025-11-22T17:37:42,2,0.7946
2025-11-22T17:47:42,2,0.9899
2025-11-22T17:57:42,2,0.8881
2025-11-22T18:07:42,2,0.9243
2025-11-22T18:17:42,2,0.9081
2025-11-22T18:27:42,2,0.9293
2025-11-22T18:37:42,2,0.8643
2025-11-22T18:47:42,2,1.0867
2025-11-22T19:16:20,2,0.876
2025-11-22T19:26:20,2,0.9958
2025-11-22T19:36:20,2,1.0032
2025-11-22T19:46:20,2,0.9657
2025-11-22T19:56:20,2,0.8612
2025-11-22T20:06:20,2,0.7652
2025-11-22T20:16:20,2,0.7898
2025-11-22T20:44:55,2,0.8267
2025-11-22T20:54:55,2,0.7282
2025-11-22T21:04:55,2,0.9815
2025-11-22T21:14:55,2,0.8732
2025-11-22T21:24:55,2,0.9871
2025-11-22T21:34:55,2,0.9979
2025-11-22T21:44:55,2,1.0082
2025-11-22T21:54:55,2,0.9368
2025-11-22T22:04:55,2,1.0061
2025-11-22T22:14:55,2,0.9577
2025-11-22T22:24:55,2,0.8606
2025-11-22T22:34:55,2,1.0076
2025-11-22T22:44:55,2,1.0096
2025-11-24T22:03:26,2,0.3595
2025-11-24T22:10:12,2,0.4739
2025-11-24T22:20:12,2,0.5238
